int(self),tree_cov,n_respectful_sheperd,n_disrespectful_sheperd,global_min_size,avg_grove_size,current_date.month,current_date.year
0,0.594,10,0,9.0,38.7856,6,1985
0,0.5912,10,0,9.0,38.7496,7,1985
0,0.5916,10,0,9.0,38.5524,8,1985
0,0.5784,10,0,9.0,38.006,9,1985
0,0.5864,10,0,9.0,37.7392,10,1985
0,0.5856,10,0,9.0,37.4744,11,1985
0,0.5968,10,0,9.0,37.8888,12,1985
0,0.5968,10,0,9.0,38.292,1,1986
0,0.5968,10,0,9.0,38.43,2,1986
0,0.5868,10,0,9.0,38.328,3,1986
0,0.5924,10,0,9.0,38.4052,4,1986
0,0.5836,10,0,9.0,38.2864,5,1986
0,0.586,10,0,9.0,38.2772,6,1986
0,0.5852,10,0,9.0,38.19,7,1986
0,0.586,10,0,9.0,38.048,8,1986
0,0.5744,10,0,9.0,37.6292,9,1986
0,0.5824,10,0,9.0,37.4272,10,1986
0,0.5784,10,0,9.0,37.2344,11,1986
0,0.5912,10,0,9.0,37.656,12,1986
0,0.5912,10,0,9.0,38.0648,1,1987
0,0.5912,10,0,9.0,38.2192,2,1987
0,0.5824,10,0,9.0,38.148,3,1987
0,0.5832,10,0,9.0,38.2076,4,1987
0,0.5768,10,0,9.0,38.1644,5,1987
0,0.5776,10,0,9.0,38.1088,6,1987
0,0.5764,10,0,9.0,38.0112,7,1987
0,0.5776,10,0,9.0,37.834,8,1987
0,0.5684,10,0,9.0,37.364,9,1987
0,0.5708,10,0,9.0,37.0712,10,1987
0,0.568,10,0,9.0,36.854,11,1987
0,0.568,10,0,9.0,37.286,12,1987
0,0.568,10,0,9.0,37.718,1,1988
0,0.568,10,0,9.0,37.9272,3,1988
0,0.5652,10,0,9.0,37.9376,4,1988
0,0.5652,10,0,9.0,38.0824,5,1988
0,0.5672,10,0,9.0,38.1268,6,1988
0,0.5652,10,0,9.0,38.1644,7,1988
0,0.5644,10,0,9.0,38.132,8,1988
0,0.564,10,0,9.0,37.9896,9,1988
0,0.5712,10,0,9.0,37.5712,10,1988
0,0.5708,10,0,9.0,37.3328,11,1988
0,0.584,10,0,9.0,37.762,12,1988
0,0.584,10,0,9.0,38.178,1,1989
0,0.584,10,0,9.0,38.3924,2,1989
0,0.5776,10,0,9.0,38.466,3,1989
0,0.5848,10,0,9.0,38.6348,4,1989
0,0.5812,10,0,9.0,38.7156,5,1989
0,0.5844,10,0,9.0,38.8024,6,1989
0,0.5836,10,0,9.0,38.8172,7,1989
0,0.5856,10,0,9.0,38.7164,8,1989
0,0.5772,10,0,9.0,38.2292,9,1989
0,0.5832,10,0,9.0,37.954,10,1989
0,0.5788,10,0,9.0,37.6564,11,1989
0,0.5864,10,0,9.0,38.0776,12,1989
0,0.5864,10,0,9.0,38.4912,1,1990
0,0.5864,10,0,9.0,38.6384,2,1990
0,0.576,10,0,9.0,38.5532,3,1990
0,0.5856,10,0,9.0,38.6924,4,1990
0,0.5828,10,0,9.0,38.702,5,1990
0,0.5844,10,0,9.0,38.7384,6,1990
0,0.582,10,0,9.0,38.6796,7,1990
0,0.5852,10,0,9.0,38.5248,8,1990
0,0.5748,10,0,9.0,37.998,9,1990
0,0.5852,10,0,9.0,37.8408,10,1990
0,0.5776,10,0,9.0,37.5192,11,1990
